Article ID number,filename,Did the article receive a badge for open data?,Does the article state whether or 0t the data are available?,Did the article receive a badge for open materials?,Does the article state whether or 0t any research materials are available?,,,,,,,,,,,,,,,,1-4-2013 CPS,Clinical_Psychological_Science.2013.April.1-4-2013_CPS.txt
13-4-2013 DP,Developmental_Psychology.2013.April.13-4-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
9-9-2012 DP,Developmental_Psychology.2012.September.9-9-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
8-9-2012 DP,Developmental_Psychology.2012.September.8-9-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
7-9-2012 DP,Developmental_Psychology.2012.September.7-9-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
5-9-2012 DP,Developmental_Psychology.2012.September.5-9-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
6-9-2012 DP,Developmental_Psychology.2012.September.6-9-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
14-4-2013 DP,Developmental_Psychology.2013.April.14-4-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
15-4-2013 DP,Developmental_Psychology.2013.April.15-4-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
1-2-2015 DP,Developmental_Psychology.2015.February.1-2-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
2-2-2015 DP,Developmental_Psychology.2015.February.2-2-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
3-2-2015 DP,Developmental_Psychology.2015.February.3-2-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
4-2-2015 DP,Developmental_Psychology.2015.February.4-2-2015_DP.txt,0,0,0,1,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
5-2-2015 DP,Developmental_Psychology.2015.February.5-2-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
6-2-2015 DP,Developmental_Psychology.2015.February.6-2-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
1-3-2013 DP,Developmental_Psychology.2013.March.1-3-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
2-3-2013 DP,Developmental_Psychology.2013.March.2-3-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
3-3-2013 DP,Developmental_Psychology.2013.March.3-3-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
7-2-2015 DP,Developmental_Psychology.2015.February.7-2-2015_DP.txt,0,0,0,1,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
4-3-2013 DP,Developmental_Psychology.2013.March.4-3-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
5-3-2013 DP,Developmental_Psychology.2013.March.5-3-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
6-3-2013 DP,Developmental_Psychology.2013.March.6-3-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
7-3-2013 DP,Developmental_Psychology.2013.March.7-3-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
8-3-2013 DP,Developmental_Psychology.2013.March.8-3-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
9-3-2013 DP,Developmental_Psychology.2013.March.9-3-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
10-3-2013 DP,Developmental_Psychology.2013.March.10-3-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
8-2-2015 DP,Developmental_Psychology.2015.February.8-2-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
9-2-2015 DP,Developmental_Psychology.2015.February.9-2-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
10-2-2015 DP,Developmental_Psychology.2015.February.10-2-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
1-11-2012 DP,Developmental_Psychology.2012.0vember.1-11-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
2-11-2012 DP,Developmental_Psychology.2012.0vember.2-11-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
21-9-2012 DP,Developmental_Psychology.2012.September.21-9-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
22-9-2012 DP,Developmental_Psychology.2012.September.22-9-2012_DP.txt,0,0,0,1,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
23-9-2012 DP,Developmental_Psychology.2012.September.23-9-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
24-9-2012 DP,Developmental_Psychology.2012.September.24-9-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
25-9-2012 DP,Developmental_Psychology.2012.September.25-9-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
27-9-2012 DP,Developmental_Psychology.2012.September.27-9-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
28-9-2012 DP,Developmental_Psychology.2012.September.28-9-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
1-1-2014 DP,Developmental_Psychology.2014.January.1-1-2014_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
2-1-2014 DP,Developmental_Psychology.2014.January.2-1-2014_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
3-1-2014 DP,Developmental_Psychology.2014.January.3-1-2014_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
3-11-2012 DP,Developmental_Psychology.2012.0vember.3-11-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
4-11-2012 DP,Developmental_Psychology.2012.0vember.4-11-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
5-11-2012 DP,Developmental_Psychology.2012.0vember.5-11-2012_DP.txt,0,0,0,1,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
6-11-2012 DP,Developmental_Psychology.2012.0vember.6-11-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
7-11-2012 DP,Developmental_Psychology.2012.0vember.7-11-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
1-3-2015 DP,Developmental_Psychology.2015.March.1-3-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
1-5-2013 DP,Developmental_Psychology.2013.May.1-5-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
22-3-2013 DP,Developmental_Psychology.2013.March.22-3-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
21-3-2013 DP,Developmental_Psychology.2013.March.21-3-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
20-3-2013 DP,Developmental_Psychology.2013.March.20-3-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
19-3-2013 DP,Developmental_Psychology.2013.March.19-3-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
18-3-2013 DP,Developmental_Psychology.2013.March.18-3-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
17-5-2013 DP,Developmental_Psychology.2013.May.17-5-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
8-11-2012 DP,Developmental_Psychology.2012.0vember.8-11-2012_DP.txt,0,1,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
17-3-2013 DP,Developmental_Psychology.2013.March.17-3-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
9-11-2012 DP,Developmental_Psychology.2012.0vember.9-11-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
10-11-2012 DP,Developmental_Psychology.2012.0vember.10-11-2012_DP.txt,0,1,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
11-11-2012 DP,Developmental_Psychology.2012.0vember.11-11-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
12-11-2012 DP,Developmental_Psychology.2012.0vember.12-11-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
13-11-2012 DP,Developmental_Psychology.2012.0vember.13-11-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
14-11-2012 DP,Developmental_Psychology.2012.0vember.14-11-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
15-11-2012 DP,Developmental_Psychology.2012.0vember.15-11-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
1-6-2014 DP,Developmental_Psychology.2014.June.1-6-2014_DP.txt,0,0,0,1,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
2-6-2014 DP,Developmental_Psychology.2014.June.2-6-2014_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
16-11-2012 DP,Developmental_Psychology.2012.0vember.16-11-2012_DP.txt,0,1,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
17-11-2012 DP,Developmental_Psychology.2012.0vember.17-11-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
3-6-2014 DP,Developmental_Psychology.2014.June.3-6-2014_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
18-11-2012 DP,Developmental_Psychology.2012.0vember.18-11-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
19-11-2012 DP,Developmental_Psychology.2012.0vember.19-11-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
20-11-2012 DP,Developmental_Psychology.2012.0vember.20-11-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
4-6-2014 DP,Developmental_Psychology.2014.June.4-6-2014_DP.txt,0,1,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
21-11-2012 DP,Developmental_Psychology.2012.0vember.21-11-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
22-11-2012 DP,Developmental_Psychology.2012.0vember.22-11-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
7-2-2013 DP,Developmental_Psychology.2013.February.7-2-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
23-11-2012 DP,Developmental_Psychology.2012.0vember.23-11-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
8-2-2013 DP,Developmental_Psychology.2013.February.8-2-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
24-11-2012 DP,Developmental_Psychology.2012.0vember.24-11-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
25-11-2012 DP,Developmental_Psychology.2012.0vember.25-11-2012_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
9-2-2013 DP,Developmental_Psychology.2013.February.9-2-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
10-2-2013 DP,Developmental_Psychology.2013.February.10-2-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
5-6-2014 DP,Developmental_Psychology.2014.June.5-6-2014_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
6-6-2014 DP,Developmental_Psychology.2014.June.6-6-2014_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
7-6-2014 DP,Developmental_Psychology.2014.June.7-6-2014_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
1-8-2013 DP,Developmental_Psychology.2013.August.1-8-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
2-8-2013 DP,Developmental_Psychology.2013.August.2-8-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
3-8-2013 DP,Developmental_Psychology.2013.August.3-8-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
4-8-2013 DP,Developmental_Psychology.2013.August.4-8-2013_DP.txt,0,1,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
5-8-2013 DP,Developmental_Psychology.2013.August.5-8-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
6-8-2013 DP,Developmental_Psychology.2013.August.6-8-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
7-8-2013 DP,Developmental_Psychology.2013.August.7-8-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
8-6-2014 DP,Developmental_Psychology.2014.June.8-6-2014_DP.txt,0,0,0,1,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
9-6-2014 DP,Developmental_Psychology.2014.June.9-6-2014_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
10-6-2014 DP,Developmental_Psychology.2014.June.10-6-2014_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
12-6-2014 DP,Developmental_Psychology.2014.June.12-6-2014_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
1-10-2014 DP,Developmental_Psychology.2014.October.1-10-2014_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
11-6-2014 DP,Developmental_Psychology.2014.June.11-6-2014_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
2-10-2014 DP,Developmental_Psychology.2014.October.2-10-2014_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
16-5-2013 DP,Developmental_Psychology.2013.May.16-5-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
16-3-2013 DP,Developmental_Psychology.2013.March.16-3-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
3-10-2014 DP,Developmental_Psychology.2014.October.3-10-2014_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
15-5-2013 DP,Developmental_Psychology.2013.May.15-5-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
15-3-2013 DP,Developmental_Psychology.2013.March.15-3-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
14-5-2013 DP,Developmental_Psychology.2013.May.14-5-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
4-10-2014 DP,Developmental_Psychology.2014.October.4-10-2014_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
2-3-2015 DP,Developmental_Psychology.2015.March.2-3-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
14-3-2013 DP,Developmental_Psychology.2013.March.14-3-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
5-10-2014 DP,Developmental_Psychology.2014.October.5-10-2014_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
13-5-2013 DP,Developmental_Psychology.2013.May.13-5-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
13-3-2013 DP,Developmental_Psychology.2013.March.13-3-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
12-5-2013 DP,Developmental_Psychology.2013.May.12-5-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
6-10-2014 DP,Developmental_Psychology.2014.October.6-10-2014_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
12-3-2015 DP,Developmental_Psychology.2015.March.12-3-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
12-3-2013 DP,Developmental_Psychology.2013.March.12-3-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
11-5-2013 DP,Developmental_Psychology.2013.May.11-5-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
11-3-2015 DP,Developmental_Psychology.2015.March.11-3-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
11-3-2013 DP,Developmental_Psychology.2013.March.11-3-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
10-5-2013 DP,Developmental_Psychology.2013.May.10-5-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
10-3-2015 DP,Developmental_Psychology.2015.March.10-3-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
9-5-2013 DP,Developmental_Psychology.2013.May.9-5-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
7-10-2014 DP,Developmental_Psychology.2014.October.7-10-2014_DP.txt,0,0,0,1,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
9-3-2015 DP,Developmental_Psychology.2015.March.9-3-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
8-5-2013 DP,Developmental_Psychology.2013.May.8-5-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
8-3-2015 DP,Developmental_Psychology.2015.March.8-3-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
2-5-2013 DP,Developmental_Psychology.2013.May.2-5-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
8-10-2014 DP,Developmental_Psychology.2014.October.8-10-2014_DP.txt,0,0,0,1,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
7-5-2013 DP,Developmental_Psychology.2013.May.7-5-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
7-3-2015 DP,Developmental_Psychology.2015.March.7-3-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
6-5-2013 DP,Developmental_Psychology.2013.May.6-5-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
6-3-2015 DP,Developmental_Psychology.2015.March.6-3-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
5-5-2013 DP,Developmental_Psychology.2013.May.5-5-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
9-10-2014 DP,Developmental_Psychology.2014.October.9-10-2014_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
5-3-2015 DP,Developmental_Psychology.2015.March.5-3-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
4-5-2013 DP,Developmental_Psychology.2013.May.4-5-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
10-10-2014 DP,Developmental_Psychology.2014.October.10-10-2014_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
4-3-2015 DP,Developmental_Psychology.2015.March.4-3-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
3-5-2013 DP,Developmental_Psychology.2013.May.3-5-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
3-3-2015 DP,Developmental_Psychology.2015.March.3-3-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
1-1-2015 DP,Developmental_Psychology.2015.January.1-1-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
8-8-2013 DP,Developmental_Psychology.2013.August.8-8-2013_DP.txt,0,0,0,1,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
9-8-2013 DP,Developmental_Psychology.2013.August.9-8-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
2-1-2015 DP,Developmental_Psychology.2015.January.2-1-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
3-1-2015 DP,Developmental_Psychology.2015.January.3-1-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
10-8-2013 DP,Developmental_Psychology.2013.August.10-8-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
11-8-2013 DP,Developmental_Psychology.2013.August.11-8-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
12-8-2013 DP,Developmental_Psychology.2013.August.12-8-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
4-1-2015 DP,Developmental_Psychology.2015.January.4-1-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
13-8-2013 DP,Developmental_Psychology.2013.August.13-8-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
14-8-2013 DP,Developmental_Psychology.2013.August.14-8-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
5-1-2015 DP,Developmental_Psychology.2015.January.5-1-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
15-8-2013 DP,Developmental_Psychology.2013.August.15-8-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
6-1-2015 DP,Developmental_Psychology.2015.January.6-1-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
16-8-2013 DP,Developmental_Psychology.2013.August.16-8-2013_DP.txt,0,1,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
1-9-2013 DP,Developmental_Psychology.2013.September.1-9-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
2-9-2013 DP,Developmental_Psychology.2013.September.2-9-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
3-9-2013 DP,Developmental_Psychology.2013.September.3-9-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
7-1-2015 DP,Developmental_Psychology.2015.January.7-1-2015_DP.txt,0,0,0,1,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
8-1-2015 DP,Developmental_Psychology.2015.January.8-1-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
9-1-2015 DP,Developmental_Psychology.2015.January.9-1-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
10-1-2015 DP,Developmental_Psychology.2015.January.10-1-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
4-9-2013 DP,Developmental_Psychology.2013.September.4-9-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
5-9-2013 DP,Developmental_Psychology.2013.September.5-9-2013_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
11-1-2015 DP,Developmental_Psychology.2015.January.11-1-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
6-9-2013 DP,Developmental_Psychology.2013.September.6-9-2013_DP.txt,0,0,0,1,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
12-1-2015 DP,Developmental_Psychology.2015.January.12-1-2015_DP.txt,0,0,0,0,,,,,,,,,,,,,,,,,Journal_of_Experimental_Psychology_-_Learning
